1	634789.632076
2	614351.660595
3	602309.396014
4	441324.685634
5	326046.961299
6	304160.141821
7	304160.141821
8	271151.913759
9	271151.077793
10	248316.088872
11	247922.507332
12	247922.507332
13	247922.507332
14	247063.982544
15	247063.982544
16	247026.599086
17	247026.599086
18	246068.457476
19	246068.457476
20	246068.457476
21	246068.457476
22	246068.457476
23	246068.221857
24	246068.221857
25	246035.431081
26	246035.431081
27	245393.488193
28	244469.222423
29	244469.222423
30	244469.222423
31	244469.222423
32	244469.222423
33	243967.698832
34	243198.485492
35	243198.485492
36	243186.267136
37	243186.267136
38	243186.060411
39	243170.168847
40	243170.168847
41	243168.556952
42	243164.756588
43	243164.756588
44	243152.539072
45	243152.539072
46	243150.796979
47	243133.361409
48	243133.361409
49	243120.664595
50	243120.512966
