1	652426.932716	652426.932716
2	650651.357953	651504.774437
3	650651.357953	651504.774437
4	638193.603998	649411.363092
5	638193.603998	645057.801353
6	594430.445701	631498.309747
7	259671.976005	597931.447348
8	351523.382728	555144.867579
9	351523.382728	260175.591704
10	351523.382728	259500.272865
11	351523.382728	259500.272865
12	351523.382728	259500.272865
13	259671.976005	259500.272865
14	259671.976005	259500.272865
15	259671.976005	259430.644188
16	259671.976005	259430.644188
17	259671.976005	259430.644188
18	259671.976005	259430.644188
19	259671.976005	259430.644188
20	343050.448786	259430.644188
21	269178.042627	259430.644188
22	259671.976005	259430.644188
23	266935.821485	259430.644188
24	266935.821485	259430.644188
25	266935.821485	259430.644188
26	259346.811367	259430.644188
27	259346.811367	259430.644188
28	259346.811367	259343.180155
29	259346.811367	259343.180155
30	259346.811367	259343.180155
31	259346.811367	259343.180155
32	259346.811367	259343.180155
33	259346.811367	259343.180155
34	259346.811367	259343.180155
35	259346.811367	259343.180155
36	259346.811367	259343.180155
37	259346.811367	259343.180155
38	259346.811367	259343.180155
39	259346.811367	259343.180155
40	259343.147681	259343.180155
41	259343.147681	259343.180155
42	259343.147681	259342.542095
43	259343.147681	259342.542095
44	259343.147681	259342.542095
45	259343.147681	259342.542095
46	259343.147681	259342.542095
47	259343.147681	259342.542095
48	259343.147681	259342.542095
49	259343.147681	259342.542095
50	259343.147681	259342.542095
