1	0.000538029368355
2	0.000538029368355
3	0.000538029368355
4	0.000538029368355
5	0.000538029368355
6	0.000538029368355
7	0.000538029368355
8	0.000538029368355
9	0.000538029368355
10	0.000538029368355
11	0.000538029368355
12	0.000538029368355
13	0.000345658461798
14	0.000345658461798
15	0.000227685488657
16	0.000227685488657
17	0.000123369770183
18	0.000123369770183
19	0.000123369770183
20	0.000123369770183
21	0.000114697116672
22	9.625179716789999e-05
23	9.625179716789999e-05
24	9.625179716789999e-05
25	8.48364821576e-05
26	8.48364821576e-05
27	8.48364821576e-05
28	3.62869571893e-05
29	3.62869571893e-05
30	3.62869571893e-05
31	3.62869571893e-05
32	3.62869571893e-05
33	3.5789451185e-05
34	3.32403472662e-05
35	3.32403472662e-05
36	3.32403472662e-05
37	2.7005746346099997e-05
38	2.7005746346099997e-05
39	2.7005746346099997e-05
40	2.7005746346099997e-05
41	2.7005746346099997e-05
42	2.45362585077e-05
43	2.45362585077e-05
44	2.45362585077e-05
45	2.45362585077e-05
46	2.45362585077e-05
47	2.45362585077e-05
48	2.25909422518e-05
49	2.25909422518e-05
50	2.25909422518e-05
51	2.25909422518e-05
52	2.25004355538e-05
53	1.50557432521e-05
54	1.50557432521e-05
55	1.50557432521e-05
56	1.50557432521e-05
57	1.50557432521e-05
58	1.50557432521e-05
59	1.50557432521e-05
60	1.50557432521e-05
61	1.5026797311900001e-05
62	1.49129438645e-05
63	1.49129438645e-05
64	1.49129438645e-05
65	1.49129438645e-05
66	1.48987233131e-05
67	1.46858230744e-05
68	1.46858230744e-05
69	1.43719250899e-05
70	1.43719250899e-05
71	1.43719250899e-05
72	1.43719250899e-05
73	1.43719250899e-05
74	1.43719250899e-05
75	1.43719250899e-05
76	1.43719250899e-05
77	1.43719250899e-05
78	1.43719250899e-05
79	1.41876728027e-05
80	1.41876728027e-05
81	1.41876728027e-05
82	1.41255289895e-05
83	1.41255289895e-05
84	1.41255289895e-05
85	1.41255289895e-05
86	1.41255289895e-05
87	1.4083508042299999e-05
88	1.4061325233300001e-05
89	1.3560523375e-05
90	1.3560523375e-05
91	1.3560523375e-05
92	1.3499256093299999e-05
93	1.3499256093299999e-05
94	1.3499256093299999e-05
95	1.3499256093299999e-05
96	1.3317399179e-05
97	1.3317399179e-05
98	1.3118595139600001e-05
99	1.3118595139600001e-05
100	1.27408589352e-05
