1	0.2939143527926762
2	0.0015964498965334516
3	0.0015964498965334516
4	2.7747767966400002e-09
5	2.7747767966400002e-09
6	2.7747767966400002e-09
7	2.7747767966400002e-09
8	2.7747767966400002e-09
9	2.7747767966400002e-09
10	2.7747767966400002e-09
11	2.7747767966400002e-09
12	2.7747767966400002e-09
13	2.7747767966400002e-09
14	2.7747767966400002e-09
15	2.7747767966400002e-09
16	2.7747767966400002e-09
17	2.7747767966400002e-09
18	2.7747767966400002e-09
19	2.7747767966400002e-09
20	2.7747767966400002e-09
21	2.7747767966400002e-09
22	2.7747767966400002e-09
23	2.7747767966400002e-09
24	2.7747767966400002e-09
25	2.7747767966400002e-09
26	2.7747767966400002e-09
27	2.7747767966400002e-09
28	2.7747767966400002e-09
29	2.7747767966400002e-09
30	2.7747767966400002e-09
31	2.7747767966400002e-09
32	2.7747767966400002e-09
33	2.7747767966400002e-09
34	2.7747767966400002e-09
35	2.7747767966400002e-09
36	2.7747767966400002e-09
37	2.7747767966400002e-09
38	2.7747767966400002e-09
39	2.7747767966400002e-09
40	2.7747767966400002e-09
41	2.7747767966400002e-09
42	2.7747767966400002e-09
43	2.7747767966400002e-09
44	2.7747767966400002e-09
45	2.7747767966400002e-09
46	2.7747767966400002e-09
47	2.7747767966400002e-09
48	2.7747767966400002e-09
49	2.7747767966400002e-09
50	2.7747767966400002e-09
51	2.7747767966400002e-09
52	2.7747767966400002e-09
53	2.7747767966400002e-09
54	2.7747767966400002e-09
55	2.7747767966400002e-09
56	2.7747767966400002e-09
57	2.7747767966400002e-09
58	2.7747767966400002e-09
59	2.7747767966400002e-09
60	2.7747767966400002e-09
61	2.7747767966400002e-09
62	2.7747767966400002e-09
63	2.7747767966400002e-09
64	2.7747767966400002e-09
65	2.7747767966400002e-09
66	2.7747767966400002e-09
67	2.7747767966400002e-09
68	2.7747767966400002e-09
69	2.7747767966400002e-09
70	2.7747767966400002e-09
71	2.7747767966400002e-09
72	2.7747767966400002e-09
73	2.7747767966400002e-09
74	2.7747767966400002e-09
75	2.7747767966400002e-09
76	2.7747767966400002e-09
77	2.7747767966400002e-09
78	2.7747767966400002e-09
79	2.7747767966400002e-09
80	2.7747767966400002e-09
81	2.7747767966400002e-09
82	2.7747767966400002e-09
83	2.7747767966400002e-09
84	2.7747767966400002e-09
85	2.7747767966400002e-09
86	2.7747767966400002e-09
87	2.7747767966400002e-09
88	2.7747767966400002e-09
89	2.7747767966400002e-09
90	2.7747767966400002e-09
91	2.7747767966400002e-09
92	2.7747767966400002e-09
93	2.7747767966400002e-09
94	2.7747767966400002e-09
95	2.7747767966400002e-09
96	2.7747767966400002e-09
97	2.7747767966400002e-09
98	2.7747767966400002e-09
99	2.7747767966400002e-09
100	2.7747767966400002e-09
