1	0.904733780973	0.451765885104
2	0.904733780973	0.451765885104
3	2.77477679664e-09	2.77477679664e-09
4	2.77477679664e-09	2.77477679664e-09
5	2.77477679664e-09	2.77477679664e-09
6	2.77477679664e-09	2.77477679664e-09
7	2.77477679664e-09	2.77477679664e-09
8	2.77477679664e-09	2.77477679664e-09
9	2.77477679664e-09	2.77477679664e-09
10	2.77477679664e-09	2.77477679664e-09
11	2.77477679664e-09	2.77477679664e-09
12	2.77477679664e-09	2.77477679664e-09
13	2.77477679664e-09	2.77477679664e-09
14	2.77477679664e-09	2.77477679664e-09
15	2.77477679664e-09	2.77477679664e-09
16	2.77477679664e-09	2.77477679664e-09
17	2.77477679664e-09	2.77477679664e-09
18	2.77477679664e-09	2.77477679664e-09
19	2.77477679664e-09	2.77477679664e-09
20	2.77477679664e-09	2.77477679664e-09
21	2.77477679664e-09	2.77477679664e-09
22	2.77477679664e-09	2.77477679664e-09
23	2.77477679664e-09	2.77477679664e-09
24	2.77477679664e-09	2.77477679664e-09
25	2.77477679664e-09	2.77477679664e-09
26	2.77477679664e-09	2.77477679664e-09
27	2.77477679664e-09	2.77477679664e-09
28	2.77477679664e-09	2.77477679664e-09
29	2.77477679664e-09	2.77477679664e-09
30	2.77477679664e-09	2.77477679664e-09
31	2.77477679664e-09	2.77477679664e-09
32	2.77477679664e-09	2.77477679664e-09
33	2.77477679664e-09	2.77477679664e-09
34	2.77477679664e-09	2.77477679664e-09
35	2.77477679664e-09	2.77477679664e-09
36	2.77477679664e-09	2.77477679664e-09
37	2.77477679664e-09	2.77477679664e-09
38	2.77477679664e-09	2.77477679664e-09
39	2.77477679664e-09	2.77477679664e-09
40	2.77477679664e-09	2.77477679664e-09
41	2.77477679664e-09	2.77477679664e-09
42	2.77477679664e-09	2.77477679664e-09
43	2.77477679664e-09	2.77477679664e-09
44	2.77477679664e-09	2.77477679664e-09
45	2.77477679664e-09	2.77477679664e-09
46	2.77477679664e-09	2.77477679664e-09
47	2.77477679664e-09	2.77477679664e-09
48	2.77477679664e-09	2.77477679664e-09
49	2.77477679664e-09	2.77477679664e-09
50	2.77477679664e-09	2.77477679664e-09
